text,stance_label,confidence,expected_score_band,expected_toxicity_band,expected_supportive_strength_band
"As we take the Charminar Express and head to Chennai, ( from my previous tweet) Sanju doing some fielding practice with James Foster.

Not just warm up catches, but high balls in the deep.

Indications or just gradually easing in?#ipl2026 #CSK https://t.co/J1YLa8D2JW",NEUTRAL_ANALYSIS,0.3117,"[32.73, 44.73]","[0.0, 0.112]","[0.0, 0.15]"
"First people thought I was some guy called Sanjay from Chennai, now people think I’m Asif Ali from Lahore😂😂
Honestly these people are just so intellectually challenged they can’t even manage 2 clicks to see where I am based. 
I’ve met people off here, I’ve posted pictures of myself and even been on podcasts.    
I assure you I am a white woman 😂",NEUTRAL_ANALYSIS,0.3324,"[69.0, 81.0]","[0.0, 0.0802]","[0.0, 0.15]"
"Well after 254 years New Zealander Brett Randell has become the first bowler in the  history of first-class cricket to take five wickets in five balls 🤯🤯

Not only did he do this but he went on to take another one a few balls later making it six wickets in eight balls.

What a way to etch your name in cricketing history 👏👏",NEUTRAL_ANALYSIS,0.374,"[33.79, 45.79]","[0.0, 0.0819]","[0.0, 0.15]"
So we have a new Daniel Alexander version from South Africa,NEUTRAL_ANALYSIS,0.324,"[69.0, 81.0]","[0.0, 0.0802]","[0.0, 0.15]"
"London Spirit, without a coachname, you can say who is the coach of that team.

Batting depth, all-rounders, and an average to above-average team = Andy Flower's blueprint.

This team will reach the playoffs or win the trophy.",NEUTRAL_ANALYSIS,0.3718,"[39.07, 51.07]","[0.0, 0.0802]","[0.0, 0.15]"
"Pakistan is a disgrace to modern T20, and Netherlands fought but bottled it badly, they should have won it.",NEUTRAL_ANALYSIS,0.2891,"[32.2, 44.2]","[0.0, 0.1139]","[0.0, 0.15]"
"World Cup final day. 🇳🇿 vs 🇮🇳
🇮🇳 with the chance to become the first mens team to win a World Cup on home soil… and 🇳🇿 with the their first T20 world cup in their sights. 

All we ask as neutral fans: Please let it finish normally.
No Super Over. And definitely no boundary count debates haunting us for the next decade.

Just cricket. Preferably decided before the rulebook gets weird.

#INDvNZ",NEUTRAL_ANALYSIS,0.3378,"[34.62, 46.62]","[0.0, 0.081]","[0.0, 0.15]"
"Can't wait to see you all in red and blue. 
@LucknowIPL https://t.co/pDLlGF9jfN",NEUTRAL_ANALYSIS,0.3368,"[37.56, 49.56]","[0.0, 0.0803]","[0.0, 0.15]"
"97*(50) v WI in Virtual QF
89(42) v ENG in SF
89(46) v NZ in Finals 

That's an All timer World Cup a batter could have in a World Cup.",NEUTRAL_ANALYSIS,0.4792,"[34.62, 46.62]","[0.0, 0.0802]","[0.0, 0.15]"
"This Sanju innings was so calculative... Didn't play many shots in the air, kept playing in the gaps. He was very determined today to stay there and take the team home.",NEUTRAL_ANALYSIS,0.4088,"[37.99, 49.99]","[0.0, 0.0839]","[0.0, 0.15]"
"How can KKR even pick one from Seifert and Allen? You can't separate the two... Best opening pair in T20s considering the current form. Just open with the two, they're definitely winning you atleast 2-3 games together easily.",MIXED_STANCE,0.1472,"[36.13, 48.13]","[0.0, 0.0803]","[0.0, 0.15]"
"Even football doesn’t allow players to pause during a penalty run-up anymore. 
How is this ok? Action - all good. But pause ? That too while loading to deliver. This can’t be continued seriously ! 
#WorldCup2026 https://t.co/gIgsjV7RlX",DISMISSIVE_COMPLAINT,0.3497,"[34.96, 46.96]","[0.0, 0.0802]","[0.0, 0.15]"
"The more I see and watch of this #RCB management team, the more I am impressed #IPL 
Mo is a real leader, setting the vision, mission and roadmap for the team.
Andy is a big thinker, he has clear ideas that he sets out
Freddie not only translates those ideas and visions into tangible plans, he can also elevate away from the data to see the big picture.
DK and Malo bring the deep local player knowledge and round the team off perfectly.
A perfectly formed team is something stronger than it’s component parts. Many other teams can learn from this.",NEUTRAL_ANALYSIS,0.2897,"[69.0, 81.0]","[0.0, 0.0801]","[0.0, 0.15]"
Excellent win for Pakistan. Good come back after a heavy defeat in the last match. Well played.,NEUTRAL_ANALYSIS,0.3289,"[37.81, 49.81]","[0.0, 0.0802]","[0.0, 0.15]"
"South Africa, what a match to get cooked",NEUTRAL_ANALYSIS,0.3109,"[34.66, 46.66]","[0.0, 0.0841]","[0.0, 0.15]"
"If teams don’t prepare differently against this Indian batting line up, its good night 😴 #INDvsNZ",CONSTRUCTIVE_CRITICISM,0.4211,"[45.44, 57.44]","[0.0, 0.0802]","[0.0, 0.15]"
"If it was an IPL match, people would have asked for an investigation. What is this fielding man ?  does not look professional.",NEUTRAL_ANALYSIS,0.3196,"[74.0, 86.0]","[0.0, 0.0802]","[0.0, 0.15]"
"JUST IN - Gary Kirsten has been appointed as the Head Coach of the Sri Lankan Men's Team.

The former South African player has signed a two-year contract. https://t.co/W2r6fnwUUA",NEUTRAL_ANALYSIS,0.3048,"[36.76, 48.76]","[0.0, 0.0802]","[0.0, 0.15]"
One of the greatest 💯 in my humble opinion in the history of T20 WC from Brook. An example of a captain promoting himself leading the charge and being an inspiration to the team. Well played.,NEUTRAL_ANALYSIS,0.3193,"[37.5, 49.5]","[0.0, 0.0802]","[0.0, 0.15]"
No highest wicket taker in a #RanjiTrophy season in last 9 seasons has got selector's nod...shows how much we value domestic 🏏!!especially Ranji 🏆 https://t.co/3MkYl8YRh6,NEUTRAL_ANALYSIS,0.2952,"[69.0, 81.0]","[0.0, 0.0803]","[0.0, 0.15]"
80 runs in the last 4 overs. That's 20 RPO. In a World Cup final loool,CONSTRUCTIVE_CRITICISM,0.3814,"[34.43, 46.43]","[0.0, 0.0823]","[0.0, 0.15]"
Pakistan need to beat SL either by 65 runs or with 41 balls to spare approximately. It’s surely a possibility and Babar Azam will play a key role at no4 in the middle overs. Interesting day ahead.,CONSTRUCTIVE_CRITICISM,0.4277,"[74.0, 86.0]","[0.0, 0.0808]","[0.0, 0.15]"
"I’m seeing a lot of predicted #RCB 
line ups having Bethell opening #IPL 
Huge recency bias from his 2 games opening for RCB last year. 

He has only opened 3 times in his career:
Avg : 12.2
SR : 123

Breaking down his stats its clear where his strongest position is 

3️⃣
20.1
134.8

4️⃣
64.5
179.2

5️⃣
37
188.1

6️⃣
15.3
86.8

Reality is he wont play at 4 so the next best would be at 5 if David is still injured and struggling for form. But can we please stop trying to show horn him in as an opener",NEUTRAL_ANALYSIS,0.2856,"[36.98, 48.98]","[0.0, 0.0803]","[0.0, 0.15]"
"Will Jacks, what a sensational World Cup he is having Wow...",NEUTRAL_ANALYSIS,0.3181,"[32.64, 44.64]","[0.034, 0.194]","[0.0, 0.15]"
Both the teams have selected the right combination. SL have made the right decision to bowl first. England need a score between 173 to 181 to challenge SL.,MIXED_STANCE,0.0713,"[35.53, 47.53]","[0.0, 0.0802]","[0.0, 0.15]"
"Not sure if this will interest everyone but I am putting the finishing touches to a 5 part series of posts called 'get to know the locals'. It will go into detail on 3-4 players from each #IPL2026 team who could force their way into the Playing 12. 

First instalment drops tomorrow 👀👀",CONSTRUCTIVE_CRITICISM,0.3114,"[69.0, 81.0]","[0.0, 0.0802]","[0.0, 0.15]"
@MichaelVaughan That happens when you do racism on field. England and WI islands are nearby. Why didn’t ECB take WI players? Because of their colour?,NEUTRAL_ANALYSIS,0.2663,"[43.49, 55.49]","[0.0, 0.0837]","[0.0, 0.15]"
India win by 4 balls to spare. That’s the tweet. Maa tuhje salam.,NEUTRAL_ANALYSIS,0.3215,"[33.95, 45.95]","[0.0, 0.0876]","[0.0, 0.15]"
"Todays entry into least surprising  news ever. 

I think only 6 have  (Shaheen, shadab, Nassem Shah, Imad, Rauf and Amir) have ever featured and last year any players picked had their NOC revoked by the PCB anyway!",NEUTRAL_ANALYSIS,0.3087,"[30.15, 42.15]","[0.0, 0.0802]","[0.0, 0.15]"
"A quick glance through some of the womens squads following #TheHundredAuction 

Some teams stand out with some great buys. First up Birmingham Pheonix 🧡
•Alice Capsey, £130,000
•Ellyse Perry, £100,000
•Linsey Smith, £100,000
•Lauren Filer, £95,000
•Tammy Beaumont, £70,000
•Davina Perrin, £50,000
•Alana King, £37,500
•Lucy Hamilton £35,000
Thats one hell of a talented core!",NEUTRAL_ANALYSIS,0.3138,"[33.93, 45.93]","[0.0, 0.0805]","[0.0, 0.15]"
"To all the pitch curators, you guys really cooked this World Cup",NEUTRAL_ANALYSIS,0.3452,"[38.91, 50.91]","[0.0, 0.0802]","[0.0, 0.15]"
18 ball fifty in a World Cup final. Ghosted the entire tournament to rip part the bowlers in the finals.,NEUTRAL_ANALYSIS,0.4034,"[33.47, 45.47]","[0.0, 0.0806]","[0.0, 0.15]"
Today RCB won 7 games in WPL and 6 different MOM winners never happened in WPL.,NEUTRAL_ANALYSIS,0.3497,"[37.28, 49.28]","[0.0, 0.0803]","[0.0, 0.15]"
Crushing win for the Carribeans. All they need is another win in their next 2 matches to earn a semi finals berth.,CONSTRUCTIVE_CRITICISM,0.3351,"[39.44, 51.44]","[0.0, 0.0805]","[0.0, 0.15]"
"@ashwinravi99 Ashwin rooting for Super Kings franchise teams 

Super Kings fans smashing him on SM for don’t know what 

Repeat 🔁 

This cycle has been the highlight of cricket twitter in the last 8 months.",NEUTRAL_ANALYSIS,0.3085,"[35.19, 47.19]","[0.0, 0.083]","[0.0, 0.15]"
"So SRH could be without:

Cummins
Edwards
Malinga

Meaning their bowling attack is :
Carse
Unadkat
Harshal
Ansari

If their batters score 300, bowlers will concede 310😅",NEUTRAL_ANALYSIS,0.3181,"[32.85, 44.85]","[0.0, 0.0877]","[0.0, 0.15]"
"India have never lost a World Cup final when a player from Kerala has been part of the squad:

2007 - S Sreesanth
2011 - S Sreesanth
2024 - Samson

Is 2026 loading? #t20worldcup2026 #INDvsNZ",NEUTRAL_ANALYSIS,0.3067,"[34.43, 46.43]","[0.0, 0.0803]","[0.0, 0.15]"
"Pretty much what I expect from an SRH jersey, its looks pretty good.

But another cement company on an IPL shirt..

LSG - JK super cement
SRH- Shree cement
RR - Ultra Tech cement
CSK - Owned by India cements
IPL official partner - Wonder cement

Previous sponsors
SRH - Lakshmi cement
RCB - Duraguard cement  

The IPL and Cement companies is a better love story than Twilight",NEUTRAL_ANALYSIS,0.3304,"[34.13, 46.13]","[0.0, 0.0802]","[0.0, 0.15]"
Yorker King ke arrival pe ek selfie toh banti hai ❤️💙 https://t.co/AjUPpnE7Ht,NEUTRAL_ANALYSIS,0.3342,"[30.83, 42.83]","[0.0, 0.0805]","[0.0, 0.15]"
"That Bhuvi edit from RCB , whoever did respect man simple one they have cooked , watched thrice already and Bhuvneshwar Kumar deserve all the hype.",NEUTRAL_ANALYSIS,0.3091,"[36.92, 48.92]","[0.0, 0.0803]","[0.0, 0.15]"
"The day Pak comes out of delusion and accepts their T20 team is atrocious, they'll do better. Starting with their Captain, he tops the scam list. Not exaggerating, the USA T20 batting lineup is better than the Pak batting lineup.",NEUTRAL_ANALYSIS,0.2967,"[38.7, 50.7]","[0.0, 0.0836]","[0.0, 0.15]"
"Scenes when the weather forecast has a better strike rate than Australia 😭☔
Lets just declare rain Man of the Match and kick Australia out of the #T20WorldCup 
You just know in 10 years time the Aussies will still be saying, “If it hadn’t rained…”
Every drop hitting the ground? Pure Aussie tears 🇦🇺🤣🤣",NEUTRAL_ANALYSIS,0.3114,"[35.64, 47.64]","[0.0, 0.082]","[0.0, 0.15]"
"I repeat….

The full member nations have an obligation to support associate nations to grow.

Every league should have this rule in place.

Mandated there should be an associate player in the squad, if they chose to play them then they don’t count towards overseas.

Just being around the coaches and the environment will be beneficial for teams.

#T20WorldCup",NEUTRAL_ANALYSIS,0.287,"[37.37, 49.37]","[0.0, 0.0802]","[0.0, 0.15]"
"Just a fair honest assessment on WI

Their last 10 T20 bilateral series results prior to the t20 world cup 

Vs SA in SA lost 2-1 
Vs AFG in UAE lost 2-1 
Vs NZL in NZL lost 3-1 
Vs BAN in BAN won 3-0
Vs Nepal in UAE lost 2-1 
Vs PAK in USA lost 2-1 
Vs Aus in WI Lost 5-0
Vs Ireland in Ireland won 1-0
Vs Eng in Eng 3-0
Vs BAN in BAN 3-0

How come cricket experts all of a sudden putting their money on them ? Because of scoring 254 against Zim ? 
They were against a quality team today and were brushed aside with no competition and the unfortunate truth is their World Cup journey will end this Sunday in Kolkata.",NEUTRAL_ANALYSIS,0.2996,"[33.15, 45.15]","[0.0, 0.0804]","[0.0, 0.15]"
"""Many were calling it a FRIENDS QUOTA, the management just fill what they needed in auction and you can see the result. It's fine to have FRIENDS around if you keep winning the trophies""

Radha Yadav after WPL victory 🗣️: https://t.co/W5hqxmYHg0",NEUTRAL_ANALYSIS,0.3007,"[35.72, 47.72]","[0.0, 0.0803]","[0.0, 0.15]"
"Miller playing so well,  got out to a worst ball. Next 4 overs pacers will bowl. What a wicket for India.",CONSTRUCTIVE_CRITICISM,0.413,"[37.55, 49.55]","[0.0, 0.0873]","[0.0, 0.15]"
@ErikaMorris79 Lol! Worry about Pingland first,NEUTRAL_ANALYSIS,0.3245,"[32.98, 44.98]","[0.0, 0.083]","[0.0, 0.15]"
JUST IN: Mitchell Starc is set to miss IPL start as Australia manage workload https://t.co/jFyPb39QDj,MIXED_STANCE,0.0681,"[29.23, 41.23]","[0.0, 0.0803]","[0.0, 0.15]"
"Malolan in future again will be getting praise for scouting Kanishk Chouhan, this guy can hit, bowls off half spin, quick between the wickets and after team scoring 400 runs he denied single for to farm strike has IQ too number 8 or 9 player gold worth.",MIXED_STANCE,0.131,"[31.69, 43.69]","[0.0, 0.0804]","[0.0, 0.15]"
"Mitch Marsh has been ruled out of Australia's #T20WorldCup opener, with Steve Smith set to head to Sri Lanka. 

Details here: https://t.co/lugZUFllzJ https://t.co/MFEdVA9eZa",NEUTRAL_ANALYSIS,0.3224,"[27.48, 39.48]","[0.0, 0.0802]","[0.0, 0.15]"
"If anyone thinks it's okay to compare any bowler with Bumrah in T20s again, slap them.",NEUTRAL_ANALYSIS,0.2985,"[44.74, 56.74]","[0.0, 0.1208]","[0.0, 0.15]"
"If England wants to face SA in the semis, they can just lose tomorrow but if they want to avoid them seeing their form, then they have to win tomorrow and face (india 65% / wi 35%)",CONSTRUCTIVE_CRITICISM,0.3032,"[62.0, 74.0]","[0.0, 0.0805]","[0.0, 0.15]"
"There's actually a debate whether Salt or Bethel opens among few RCB fans? This is how rcb's previous management behaved and went on to win shit being over reactionary. Thankfully this management will back Salt for what he has done for this team, they won't doubt him a bit.",NEUTRAL_ANALYSIS,0.2945,"[36.35, 48.35]","[0.0, 0.08]","[0.0, 0.15]"
Harry Brook at 3 👌👌#T20WorldCup https://t.co/5wrvHqHRSH,NEUTRAL_ANALYSIS,0.3166,"[31.83, 43.83]","[0.0, 0.0812]","[0.0, 0.15]"
What was that over from Lungi... All 6 slow balls and batters were clueless every ball... Master of slow balls.,NEUTRAL_ANALYSIS,0.5684,"[32.55, 44.55]","[0.0, 0.0923]","[0.0, 0.15]"
Matt Henry easily one of the best seamers in this World Cup in Power Play.,MIXED_STANCE,0.0957,"[37.21, 49.21]","[0.0, 0.0802]","[0.0, 0.15]"
Crowd management is always a mess here so the Indian team ensured everyone goes out smoothly without any congestion today🫡,DIRECT_ATTACK,0.321,"[27.94, 39.94]","[0.0, 0.0802]","[0.0, 0.15]"
DY Patil started any RCB players playing? Anyone has team sheets?,NEUTRAL_ANALYSIS,0.3177,"[69.0, 81.0]","[0.0, 0.0802]","[0.0, 0.15]"
"At just 27 years old, Arshdeep Singh  sits joint 2nd on the most #ICC trophies won by an Indian player.

With India’s current crop of white ball players, and is entering what looks like a period of dominance, he could topple Virat in 2 years time. https://t.co/vYZOsKNscz",CONSTRUCTIVE_CRITICISM,0.3069,"[33.76, 45.76]","[0.0, 0.0804]","[0.0, 0.15]"
Duffy bowling on this Chepauk pitch &gt;&gt;&gt;&gt;&gt;,CONSTRUCTIVE_CRITICISM,0.3586,"[28.42, 40.42]","[0.0, 0.0804]","[0.0, 0.15]"
Should be chased in 18 overs according to Sumit Bajaj calculations,CONSTRUCTIVE_CRITICISM,0.4474,"[30.76, 42.76]","[0.0, 0.0802]","[0.0, 0.15]"
"Team wearing red again won the trophy, and they are lifting ahain warra time to be alive. 😭😭😭",NEUTRAL_ANALYSIS,0.327,"[39.99, 51.99]","[0.0369, 0.1969]","[0.0, 0.15]"
"Jacob Duffy bowling figures in 2025⬇️

Matches :20
Wickets: 35
SR: 12.1
Avg: 15.1
Econ: 7.46

- He should start for RCB in Playing XI https://t.co/IzGvIL08Ux",NEUTRAL_ANALYSIS,0.3351,"[33.75, 45.75]","[0.0, 0.0802]","[0.0, 0.15]"
